index,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
582,Intel Xeon E-2144G,301.17,4,3.6,4.5,71,Intel HD Graphics P630,True,Coffee Lake-S WS,1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",0.1943673665581507,Server,False,0.120019920318725,True,0.1398046187303669,True
583,Intel Xeon E-2126G,840.28,6,3.3,4.5,80,Intel HD Graphics P630,False,Coffee Lake-S WS,1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",0.225501977320894,Server,False,0.148738379814077,True,0.1708723117815596,True
584,Intel Xeon E-2244G,413.0,4,3.8,4.8,71,Intel HD Graphics P630,True,Coffee Lake-S WS,1151,14,8.0,DDR4,"C242, C246","May 29th, 2019",0.2053791867858157,Server,False,0.1465803452855245,True,0.1428941282060133,False
585,AMD Phenom II X4 975,172.56,4,3.6,3.6,125,,False,Deneb,AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 4th, 2011",0.0462758635757827,Unknown,False,0.0267264276228419,True,0.0638613690496738,True
586,Intel Pentium G2120,74.99,2,3.1,3.1,55,Intel HD Graphics,False,Ivy Bridge,1155,22,3.0,DDR3,,"Sep 3rd, 2012",0.0315497389062465,Desktop,False,0.0034860557768924,True,0.0276157271566156,True
587,AMD Phenom II X3 740 BE,,3,3.0,3.0,95,,False,Heka,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",0.013677379885949,Unknown,True,0.0076361221779548,True,0.0327936759984811,True
588,AMD Phenom II X4 965 BE (140W),,4,3.4,3.4,140,,False,Deneb,AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Aug 13th, 2009",0.0516506805916668,Unknown,True,0.0317065073041168,True,0.0690393178915392,True
589,Intel Core i5-750S,,4,2.4,2.4,82,,False,Lynnfield,1156,45,8.0,DDR3,,"Jan 7th, 2010",0.0334505888264982,Unknown,True,0.0026560424966799,True,0.0483275225240774,True
590,AMD Phenom II X2 560 BE,,2,3.3,3.3,80,,False,Callisto,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 21st, 2010",0.0183311848631169,Unknown,True,0.0039840637450199,True,0.0241637612620387,True
591,Intel Pentium G840,84.53,2,2.8,2.8,65,Intel HD Graphics,False,Sandy Bridge,1155,32,3.0,DDR3,,"May 22nd, 2011",0.016364788393891,Desktop,False,0.0016600265604249,True,0.0207117953674617,True
592,Intel Pentium G620T,19.99,2,2.2,2.2,35,Intel HD Graphics,False,Sandy Bridge,1155,32,3.0,DDR3,,"May 22nd, 2011",0.0102689593392907,Desktop,False,0.0014940239043824,True,0.0138078635783078,True
593,Intel Xeon E3-1225,69.0,4,3.1,3.1,95,Intel HD Graphics,False,Sandy Bridge,1155,32,6.0,DDR3,,"Apr 3rd, 2011",0.0740894491905001,Server,False,0.0358565737051792,True,0.0742172667334046,True
594,Intel Pentium G2130,43.64,2,3.2,3.2,55,Intel HD Graphics,False,Ivy Bridge,1155,22,3.0,DDR3,,"Jan 21st, 2013",0.0320959601476982,Desktop,False,0.0034860557768924,True,0.0276157271566156,True
595,Intel Celeron G1820,62.3,2,2.7,2.7,53,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"Dec 1st, 2013",0.0271799689746334,Desktop,False,0.0013280212483399,True,0.0241637612620387,True
596,Intel Xeon E5-1660,267.19,6,3.3,3.9,130,,True,Sandy Bridge-E,2011,32,15.0,DDR3,,"Mar 6th, 2012",0.1745941576176014,Server,False,0.1178618857901726,True,0.1536124823086748,True
597,AMD FX-4320,,4,4.0,4.2,95,,False,Vishera,AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.0582490331884026,Desktop,False,0.0320385126162018,True,0.0655873519969622,True
598,AMD FX-8140,,8,3.2,4.1,95,,False,Zambezi,AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.1514999235290262,Unknown,True,0.098937583001328,True,0.1484345334668093,True
599,Intel Xeon E5-2637 V2,,4,3.5,3.8,130,,True,Ivy Bridge-EP,2011,22,10.0,DDR3,,"Sep 1st, 2013",0.1309838537001026,Unknown,True,0.0831673306772908,True,0.1139148745210397,True
600,Intel Pentium G3250T,49.99,2,2.8,2.8,35,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"Jul 21st, 2014",0.0284035045554851,Desktop,False,0.0013280212483399,True,0.0224377783147502,True
601,Intel Xeon E5-2609 V3,,6,1.9,1.9,85,,False,Haswell-EP,2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.0955231707050623,Unknown,True,0.046480743691899,True,0.0983810279954434,True
602,Intel Xeon E5-2685 V3,,12,2.6,3.3,120,,True,Haswell-EP,2011-3,22,30.0,"DDR3, DDR4","C612, X99","Sep 8th, 2014",0.2405558347353011,Unknown,True,0.172808764940239,True,0.2364596637785218,True
603,Intel Pentium G4520,137.99,2,3.6,3.6,51,Intel HD Graphics 530,False,Skylake,1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.0546221241451637,Desktop,False,0.0260624169986719,True,0.039697607787635,True
604,Intel Core i7-870S,,4,2.667,2.667,82,,True,Lynnfield,1156,45,8.0,DDR3,,"Jul 19th, 2010",0.0515632851930345,Desktop,False,0.0184262948207171,True,0.0621353861023853,True
605,Intel Xeon E5-2665,88.0,8,2.4,3.1,115,,True,Sandy Bridge-EP,2011,32,20.0,DDR3,,"Mar 6th, 2012",0.174463064519653,Server,False,0.1205179282868526,True,0.1674203458869826,True
606,Intel Pentium G870,77.0,2,3.1,3.1,65,Intel HD Graphics,False,Sandy Bridge,1155,32,3.0,DDR3,,"Jun 3rd, 2012",0.023356420284472,Desktop,False,0.0038180610889774,True,0.0241637612620387,True
607,Intel Xeon E5-2623 V3,234.94,4,3.0,3.5,105,,True,Haswell-EP,2011-3,22,10.0,DDR4,"C612, X99","Sep 8th, 2014",0.1279250147479735,Unknown,True,0.0747011952191235,True,0.1087369256791742,True
608,AMD Phenom II X2 550 BE,,2,3.1,3.1,80,,False,Callisto,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2009",0.0183311848631169,Unknown,True,0.0038180610889774,True,0.0241637612620387,True
609,AMD Phenom II X3 705e,152.34,3,2.5,2.5,65,,False,Heka,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 2nd, 2009",0.0173916843278201,Desktop,False,0.0016600265604249,True,0.0293417101039041,True
610,AMD Phenom II X2 545,43.98,2,3.0,3.0,80,,False,Callisto,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 1st, 2009",0.0148790666171426,Desktop,False,0.0018260292164674,True,0.0224377783147502,True
611,AMD Phenom II X2 565 BE,,2,3.4,3.4,80,,False,Callisto,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",0.0262186195896786,Unknown,True,0.0041500664010624,True,0.0293417101039041,True
612,Intel Pentium G630T,84.07,2,2.3,2.3,35,Intel HD Graphics,False,Sandy Bridge,1155,32,3.0,DDR3,,"Sep 4th, 2011",0.0131748563438134,Desktop,False,0.0014940239043824,True,0.0155338465255963,True
613,Intel Celeron G465,40.0,2,1.9,1.9,35,Intel HD Graphics,False,Sandy Bridge,1155,32,1.5,DDR3,,"Sep 1st, 2012",0.0011798378815355,Desktop,False,0.0014940239043824,True,0.0086299147364424,True
614,Intel Xeon E3-1265L V2,149.99,4,2.5,2.5,45,Intel HD Graphics 2500,True,Ivy Bridge,1155,22,8.0,DDR3,,"May 14th, 2012",0.0936223207848106,Server,False,0.0436586985391766,True,0.0793952155752701,True
615,Intel Celeron G1630,69.99,2,2.8,2.8,55,Intel HD Graphics,False,Ivy Bridge,1155,22,2.0,DDR3,,"Sep 1st, 2013",0.0279883764119819,Desktop,False,0.0013280212483399,True,0.0258897442093272,True
616,Intel Celeron G1830,89.0,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"Dec 1st, 2013",0.0247765955122462,Desktop,False,0.0013280212483399,True,0.0241637612620387,True
617,Intel Xeon E5-2603,98.95,4,1.8,1.8,80,,False,Sandy Bridge-EP,2011,32,10.0,DDR3,,"Mar 6th, 2012",0.0422993729380148,Server,False,0.0184262948207171,True,0.0535054713659429,True
618,Intel Pentium G3440,59.0,2,3.3,3.3,53,Intel HD Graphics,False,Haswell,1150,22,3.0,DDR3,,"May 1st, 2014",0.0372085909676855,Desktop,False,0.0194223107569721,True,0.0310676930511926,True
619,AMD FX-4150,,4,4.0,4.1,125,,False,Zambezi,AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.0795953593043326,Unknown,True,0.0373505976095617,True,0.082847181469847,True
620,Intel Core i3-4160T,59.99,2,3.1,3.1,35,Intel HD Graphics 4400,True,Haswell,1150,22,3.0,DDR3,,"Jul 21st, 2014",0.0591448360243833,Desktop,False,0.0249003984063745,True,0.043149573682212,True
621,Intel Xeon E5-2622 V3,,8,2.4,2.4,85,,True,Haswell-EP,2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2101859337105901,Unknown,True,0.1558764940239043,True,0.1812282094652904,True
622,Intel Xeon E3-1280 V5,,4,3.7,4.0,80,,True,Skylake-DT,1151,14,8.0,DDR4,,"Oct 19th, 2015",0.1518276562738971,Unknown,True,0.0851593625498007,True,0.1173668404156166,True
623,Intel Xeon E5-2658 V3,,12,2.2,2.9,105,,True,Haswell-EP,2011-3,22,30.0,DDR4,"C612, X99","Sep 8th, 2014",0.2247591164325198,Unknown,True,0.1723107569721115,True,0.2243777831475025,True
624,Intel Celeron G3930T,97.17,2,2.7,2.7,35,Intel HD Graphics 610,False,Kaby Lake,1151,14,2.0,DDR4,,"Jan 3rd, 2017",0.0367716139745242,Desktop,False,0.0170982735723771,True,0.0276157271566156,True
625,AMD Phenom II X3 720,64.45,3,2.8,2.8,95,,False,Heka,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 1st, 2010",0.0227228036443881,Desktop,False,0.0076361221779548,True,0.0379716248403465,True
626,AMD Phenom II X4 805,173.99,4,2.5,2.5,95,,False,Deneb,AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.0309816688151368,Desktop,False,0.0084661354581673,True,0.0500535054713659,True
627,AMD Phenom II X4 910,100.0,4,2.6,2.6,95,,False,Deneb,AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Feb 9th, 2009",0.0294959470383884,Desktop,False,0.0084661354581673,True,0.0483275225240774,True
628,AMD Phenom II X4 905e,53.99,4,2.5,2.5,65,,False,Deneb,AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jun 2nd, 2009",0.0320959601476982,Desktop,False,0.0026560424966799,True,0.0448755566295005,True
629,Intel Core i5-655K,77.99,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,1156,32,4.0,DDR3,"H55, H57, P55","May 30th, 2010",0.0347615198059822,Desktop,False,0.0194223107569721,True,0.036245641893058,True
630,AMD Phenom II X3 715 BE,,3,2.8,2.8,95,,False,Heka,AM2+,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",0.0118420765146715,Unknown,True,0.0076361221779548,True,0.0310676930511926,True
631,AMD Phenom II X4 970,59.88,4,3.5,3.5,125,,False,Zosma,AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Oct 1st, 2010",0.0484607485415892,Unknown,False,0.0267264276228419,True,0.0655873519969622,True
632,AMD FX-6130,,6,3.6,3.9,125,,False,Zambezi,AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.1477637702374969,Unknown,True,0.0908034528552456,True,0.1346266698885015,True
